--------- beginning of main
08-06 18:56:20.519 15219 24712 I PATCH   : PackageManagerHook: package_info: PackageInfo{1ecbcb8 com.google.android.gms}, package_name: com.google.android.gms, flags: 0
08-06 18:56:21.166 15219 15266 I PATCH   : PackageManagerHook: package_info: PackageInfo{9167e7e com.facebook.services}, package_name: com.facebook.services, flags: 134221824
08-06 19:00:37.422 15219 25191 I PATCH   : PackageManagerHook: package_info: PackageInfo{1ecbcb8 com.google.android.gms}, package_name: com.google.android.gms, flags: 0
08-06 19:00:38.511 15219 15266 I PATCH   : PackageManagerHook: package_info: PackageInfo{9167e7e com.facebook.services}, package_name: com.facebook.services, flags: 134221824
08-06 19:01:31.141 15219 15219 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:01:31.141 15219 15219 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:01:31.143 15219 15219 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:01:31.143 15219 15219 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:01:45.629 15219 15219 I PATCH   : PackageManagerHook: package_info: PackageInfo{2683bda com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:01:45.689 15219 25206 I PATCH   : PackageManagerHook: package_info: PackageInfo{cb52d5 com.instagram.android}, package_name: com.instagram.android, flags: 134217728
08-06 19:01:45.691 15219 25206 I PATCH   : PackageManagerHook: package_info: PackageInfo{f8d5aea com.facebook.lite}, package_name: com.facebook.lite, flags: 134217728
08-06 19:01:45.691 15219 25206 I PATCH   : PackageManagerHook: package_info: PackageInfo{bdf31db com.instagram.android}, package_name: com.instagram.android, flags: 0
08-06 19:01:45.697 15219 25206 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:01:45.697 15219 25206 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:01:45.697 15219 25206 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:01:45.697 15219 25206 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:01:45.699 15219 25206 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:01:45.699 15219 25206 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:01:45.699 15219 25206 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:01:45.699 15219 25206 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:02:12.825 15219 15219 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:02:12.825 15219 15219 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:02:12.825 15219 15219 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:02:12.825 15219 15219 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:02:22.604 15219 15219 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:02:22.604 15219 15219 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:02:22.604 15219 15219 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:02:22.604 15219 15219 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:02:30.217 15219 15219 I PATCH   : PackageManagerHook: package_info: PackageInfo{2683bda com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:02:30.266 15219 25454 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:02:30.266 15219 25454 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:02:30.267 15219 25454 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:02:30.267 15219 25454 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:02:30.267 15219 25454 I PATCH   : PackageManagerHook: package_info: PackageInfo{3e2dba2 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:02:30.267 15219 25454 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:04:57.907 29479 29479 E PATCH   : Patch loaded!
08-06 19:04:57.908 29479 29479 E PATCH   : FMessage: init error: com.whatsapp.jid.DeviceJid
08-06 19:04:57.908 29479 29479 I PATCH   : DecryptProtobuf: Patch loaded
08-06 19:04:57.941 29479 29479 I PATCH   : PackageManagerHook: Patch loaded
08-06 19:04:57.942 29479 29479 I PATCH   : ZipFileHook: Patch loaded
08-06 19:04:57.942 29479 29479 I PATCH   : ActivityHook: Patch loaded
08-06 19:04:57.943 29479 29479 I PATCH   : FirebaseParams: Patch loaded
08-06 19:04:57.944 29479 29479 I PATCH   : WhatsAppPlus: Patch loaded
08-06 19:04:57.944 29479 29479 I PATCH   : ViewOnceSaver: loading patch
08-06 19:04:57.945 29479 29479 I PATCH   : ViewOnceSaver: patch loaded OK
08-06 19:04:57.945 29479 29479 I PATCH   : DeletedMessageSaver: loading patch
08-06 19:04:57.945 29479 29479 I PATCH   : DeletedMessageSaver: patch loaded OK
08-06 19:04:57.945 29479 29479 I PATCH   : HideLinkedDevices: Patch loaded
